feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PF05001	treatment_group	ApcMUT_HpWT	-0.363775797390461	0.705592269425517	9	7	0.622039600605972	0.763433448305604
PF02554	treatment_group	ApcMUT_HpWT	0.174502479306598	0.339525903958913	9	9	0.623102538599005	0.764514071350468
PF04922	treatment_group	ApcMUT_HpWT	-0.266211965704295	0.518040898747684	9	9	0.623153737252964	0.764514071350468
PF16584	treatment_group	ApcMUT_HpWT	-0.481456251506159	0.937523800754288	9	9	0.623380734315786	0.764649208127929
PF01575	treatment_group	ApcMUT_HpWT	-0.316061864139081	0.615734255541207	9	9	0.623534426300838	0.764694393874192
PF06650	treatment_group	ApcMUT_HpWT	0.273428812709993	0.533380438907829	9	8	0.623982932569119	0.76481444291671
PF13926	treatment_group	ApcMUT_HpWT	-0.221466644810833	0.431891139269146	9	4	0.623883441944311	0.76481444291671
PF16910	treatment_group	ApcMUT_HpWT	0.273428812709993	0.533380438907829	9	8	0.623982932569119	0.76481444291671
PF16022	treatment_group	ApcMUT_HpWT	-0.451124112971118	0.881099442361493	9	9	0.624403192952323	0.765186234958802
PF16314	treatment_group	ApcMUT_HpWT	-0.271414179938914	0.530670485210357	9	9	0.624766270360419	0.76548782498382
PF04284	treatment_group	ApcMUT_HpWT	0.244145871103231	0.478372842652109	9	4	0.625489801578932	0.766087453028735
PF11148	treatment_group	ApcMUT_HpWT	-0.894015384489649	1.75150677511463	9	6	0.625450471338407	0.766087453028735
PF04437	treatment_group	ApcMUT_HpWT	0.426477434115787	0.836053299182844	9	6	0.62566237918392	0.766155428401866
PF01242	treatment_group	ApcMUT_HpWT	-0.232808320429094	0.457536474254728	9	9	0.626512966923207	0.767053480925251
PF07872	treatment_group	ApcMUT_HpWT	-0.377095780905071	0.741873676082685	9	7	0.626864732899631	0.767197084738206
PF17866	treatment_group	ApcMUT_HpWT	0.617932194780246	1.21556831640537	9	8	0.626833752578402	0.767197084738206
PF08389	treatment_group	ApcMUT_HpWT	-0.139082344186382	0.273811303689753	9	9	0.627099389546242	0.767340763872589
PF03562	treatment_group	ApcMUT_HpWT	-0.219378455840516	0.432557636424684	9	2	0.627621648904789	0.767739157789919
PF07412	treatment_group	ApcMUT_HpWT	0.299972161709563	0.591534034645272	9	4	0.627659610968226	0.767739157789919
