"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"PF01758","treatment_group","ApcMUT_HpWT",-0.166725583575055,0.372671272095774,0.668116736789087,"treatment_groupApcMUT_HpWT",0.79595046887817,9,9
"PF02308","treatment_group","ApcMUT_HpWT",0.11408863764739,0.255370296912754,0.668544722905267,"treatment_groupApcMUT_HpWT",0.796315374352397,9,9
"PF05159","treatment_group","ApcMUT_HpWT",0.228861940603859,0.512890267066719,0.668914670067677,"treatment_groupApcMUT_HpWT",0.79661102837541,9,8
"PF16819","treatment_group","ApcMUT_HpWT",-0.497642651764417,1.11776634821669,0.66960888778512,"treatment_groupApcMUT_HpWT",0.797248649052744,9,7
"PF01266","treatment_group","ApcMUT_HpWT",0.110585890436527,0.248458217592449,0.669693738362306,"treatment_groupApcMUT_HpWT",0.797248649052744,9,9
"PF02780","treatment_group","ApcMUT_HpWT",0.123086380481959,0.276775808724438,0.669950894079337,"treatment_groupApcMUT_HpWT",0.797409721872532,9,9
"PF16444","treatment_group","ApcMUT_HpWT",0.484558059844875,1.09293250189237,0.670887405036498,"treatment_groupApcMUT_HpWT",0.79828294987564,9,9
"PF14359","treatment_group","ApcMUT_HpWT",0.224144967103419,0.505819494974398,0.671041505087324,"treatment_groupApcMUT_HpWT",0.79828294987564,9,9
"PF15432","treatment_group","ApcMUT_HpWT",0.405587981001831,0.915302071501737,0.671050505389043,"treatment_groupApcMUT_HpWT",0.79828294987564,9,7
"PF04566","treatment_group","ApcMUT_HpWT",-0.125728676831818,0.283986492357495,0.67132046988443,"treatment_groupApcMUT_HpWT",0.798313856973234,9,9
"PF04567","treatment_group","ApcMUT_HpWT",-0.125728676831818,0.283986492357495,0.67132046988443,"treatment_groupApcMUT_HpWT",0.798313856973234,9,9
"PF03520","treatment_group","ApcMUT_HpWT",0.288364270550387,0.652527540650857,0.671878170807608,"treatment_groupApcMUT_HpWT",0.79871984002347,9,4
"PF14489","treatment_group","ApcMUT_HpWT",-0.258672329048149,0.585392282729986,0.671905977892604,"treatment_groupApcMUT_HpWT",0.79871984002347,9,9
"PF02472","treatment_group","ApcMUT_HpWT",-0.21645516493296,0.490237457390124,0.672145578228058,"treatment_groupApcMUT_HpWT",0.798765619161924,9,9
